iter	RMSE
116	0.000224707372
117	0.0002104998562
118	0.0001957809796
119	0.0001898545363
120	0.0001791832817
121	0.0001757421926
122	0.0001684550499
123	0.0001565010814
124	0.0001491533012
125	0.000142044416
126	0.0001390072842
127	0.0001299509133
128	0.0001278496818
129	0.0001215407354
130	0.0001142246087
131	0.0001133952316
132	0.0001090395728
133	0.0001068285059
134	9.731271488e-05
135	9.08246214e-05
136	8.509836106e-05
137	8.228548486e-05
138	7.916675082e-05
139	7.295481323e-05
140	6.894609136e-05
141	6.296247891e-05
142	6.255499199e-05
143	5.731705459e-05
144	5.466862288e-05
145	5.120398909e-05
146	4.862654603e-05
147	4.611201617e-05
148	4.565987128e-05
149	4.222403621e-05
150	3.99108269e-05
151	3.880466488e-05
152	3.831978141e-05
153	3.602922904e-05
154	3.567507882e-05
155	3.435423858e-05
156	3.191405662e-05
157	3.074463697e-05
158	2.928241768e-05
159	2.754055103e-05
160	2.659972495e-05
161	2.526870173e-05
162	2.398932798e-05
163	2.328731634e-05
164	2.198406806e-05
165	2.172080896e-05
166	2.057599123e-05
167	1.948152565e-05
168	1.836576656e-05
169	1.713943135e-05
170	1.590449994e-05
171	1.514751752e-05
172	1.472566986e-05
173	1.463834309e-05
174	1.412997419e-05
175	1.40291377e-05
176	1.347077364e-05
177	1.261779453e-05
178	1.226151285e-05
179	1.138443821e-05
180	1.091302306e-05
181	1.025324878e-05
182	9.578138559e-06
183	9.249452313e-06
184	8.705111996e-06
185	8.426790648e-06
186	7.848823431e-06
187	7.305885063e-06
188	6.795511028e-06
189	6.438375893e-06
190	6.152173883e-06
191	5.955009367e-06
192	5.642780061e-06
193	5.355387053e-06
194	5.037400091e-06
195	4.81374441e-06
196	4.760109078e-06
197	4.521158808e-06
198	4.224505644e-06
199	4.150256173e-06
200	4.110518733e-06
201	3.936008715e-06
202	3.897736705e-06
203	3.868262801e-06
204	3.670035572e-06
205	3.498866498e-06
206	3.318853037e-06
207	3.153864016e-06
208	2.992469857e-06
209	2.914545274e-06
210	2.783200569e-06
211	2.626576366e-06
212	2.575837891e-06
213	2.508725043e-06
214	2.309946042e-06
215	2.221919963e-06
216	2.050591091e-06
217	1.979700808e-06
218	1.964593954e-06
219	1.928252584e-06
220	1.82692594e-06
221	1.760188881e-06
222	1.743973971e-06
223	1.681036463e-06
224	1.641378592e-06
225	1.626883685e-06
226	1.538888704e-06
227	1.512364981e-06
228	1.410821583e-06
229	1.325149649e-06
230	1.300082318e-06
231	1.272113497e-06
232	1.208788365e-06
233	1.199421972e-06
234	1.190981545e-06
235	1.139382785e-06
236	1.088328355e-06
237	1.036086647e-06
238	1.003058513e-06
239	9.598789791e-07
240	9.038705392e-07
241	8.710135165e-07
242	8.382496125e-07
243	7.947336195e-07
244	7.735749738e-07
245	7.622684344e-07
246	7.36736824e-07
247	7.066850484e-07
248	6.957210237e-07
249	6.632497423e-07
250	6.475282509e-07
251	6.284668519e-07
252	6.021132349e-07
253	5.698958498e-07
254	5.530090525e-07
255	5.115094822e-07
256	4.862982435e-07
257	4.589754853e-07
258	4.397772719e-07
259	4.275991123e-07
260	4.085857177e-07
261	3.920122853e-07
262	3.567336437e-07
263	3.393827222e-07
264	3.241511163e-07
265	3.048891602e-07
266	2.893674881e-07
267	2.727043287e-07
268	2.678342081e-07
269	2.506877995e-07
270	2.390223279e-07
271	2.31730189e-07
272	2.247851437e-07
273	2.171134049e-07
274	2.080840536e-07
275	1.947814254e-07
276	1.888771235e-07
277	1.783368823e-07
278	1.771014965e-07
279	1.743393042e-07
280	1.664196046e-07
281	1.586810283e-07
282	1.575376342e-07
283	1.538499487e-07
284	1.52902818e-07
285	1.425969434e-07
286	1.358042948e-07
287	1.270144536e-07
288	1.200085944e-07
289	1.151540529e-07
290	1.089896398e-07
291	1.043951714e-07
292	9.928606308e-08
293	9.340081675e-08
294	9.219196248e-08
295	8.82332258e-08
296	8.768432737e-08
297	8.32004683e-08
298	7.81614734e-08
299	7.749816503e-08
300	7.349439881e-08
301	7.199746915e-08
302	6.721386296e-08
303	6.330638255e-08
304	6.232533177e-08
305	5.745027159e-08
306	5.603934402e-08
307	5.237243481e-08
308	4.977168968e-08
309	4.606377755e-08
310	4.368125246e-08
311	4.235703983e-08
312	4.075457945e-08
313	3.943311821e-08
314	3.797570529e-08
315	3.692307894e-08
316	3.593138858e-08
317	3.443009709e-08
318	3.235078671e-08
319	3.095908242e-08
320	2.956854802e-08
321	2.827228741e-08
322	2.690882683e-08
323	2.569226075e-08
324	2.49403869e-08
325	2.426824506e-08
326	2.343329823e-08
327	2.277669545e-08
328	2.25506485e-08
329	2.174169695e-08
330	2.154918584e-08
331	2.114799652e-08
332	2.105214917e-08
333	1.983684168e-08
334	1.89751863e-08
335	1.828488267e-08
336	1.79919346e-08
337	1.697458298e-08
338	1.623268538e-08
339	1.540988469e-08
340	1.444847041e-08
341	1.416689876e-08
342	1.404431689e-08
343	1.386002624e-08
344	1.364940853e-08
345	1.327100345e-08
346	1.314573096e-08
347	1.258941194e-08
348	1.163570103e-08
349	1.148943167e-08
350	1.095418446e-08
351	1.029516169e-08
352	9.969685199e-09
353	9.876253337e-09
354	9.293627869e-09
355	8.677632031e-09
356	8.395305206e-09
357	7.896788118e-09
358	7.687706998e-09
359	7.379241964e-09
360	6.971999697e-09
361	6.872124559e-09
362	6.661136025e-09
363	6.2805934e-09
364	6.022805008e-09
365	5.81249e-09
366	5.459652213e-09
367	5.392611468e-09
368	5.296986702e-09
369	5.167927821e-09
370	4.902396704e-09
371	4.697135054e-09
372	4.621255552e-09
373	4.397210699e-09
374	4.121294144e-09
375	3.952748161e-09
376	3.689677276e-09
377	3.479680783e-09
378	3.445176766e-09
379	3.354651357e-09
380	3.280146048e-09
381	3.124086902e-09
382	2.953854032e-09
383	2.872770841e-09
384	2.851558336e-09
385	2.678027366e-09
386	2.621988099e-09
387	2.456421541e-09
388	2.412419871e-09
389	2.364235731e-09
390	2.239082095e-09
391	2.203383297e-09
392	2.160488108e-09
393	2.070713378e-09
394	2.05701334e-09
395	1.966981045e-09
396	1.894846706e-09
397	1.793659799e-09
398	1.784397425e-09
399	1.774378722e-09
400	1.708520609e-09
401	1.657974712e-09
402	1.555538865e-09
403	1.502833287e-09
404	1.436646737e-09
405	1.414172977e-09
406	1.361318794e-09
407	1.283064487e-09
408	1.276477538e-09
409	1.206385797e-09
410	1.191999897e-09
411	1.106942542e-09
412	1.055360161e-09
413	1.020272535e-09
414	9.718078426e-10
415	9.510438635e-10
416	9.406751361e-10
417	8.984869195e-10
418	8.576503869e-10
419	8.311068529e-10
420	8.064749079e-10
421	7.684994087e-10
422	7.327593224e-10
423	7.234633659e-10
424	6.897916059e-10
425	6.703843778e-10
426	6.489398123e-10
427	6.158884494e-10
428	5.958260717e-10
429	5.90696127e-10
430	5.595203767e-10
431	5.331444879e-10
432	5.023729147e-10
433	4.889403165e-10
434	4.669291122e-10
435	4.48979275e-10
436	4.255098509e-10
437	4.059150669e-10
438	3.957346543e-10
439	3.700552591e-10
440	3.661734185e-10
441	3.543068224e-10
442	3.486025093e-10
443	3.251861895e-10
444	3.207289131e-10
445	3.000362125e-10
446	2.904916758e-10
447	2.86578544e-10
448	2.619380394e-10
449	2.55937284e-10
450	2.522559845e-10
451	2.390295943e-10
452	2.303409804e-10
453	2.19895392e-10
454	2.110315104e-10
455	2.045233962e-10
456	1.951193371e-10
457	1.915690692e-10
458	1.861166995e-10
459	1.746960774e-10
460	1.674282408e-10
461	1.566579975e-10
462	1.496364285e-10
463	1.451970663e-10
464	1.393697913e-10
465	1.370750988e-10
466	1.342633924e-10
467	1.269582513e-10
468	1.225587964e-10
469	1.169494598e-10
470	1.144971521e-10
471	1.078732635e-10
472	1.065146897e-10
473	1.010423377e-10
474	9.664516604e-11
475	9.598157576e-11
476	9.097948279e-11
477	8.804714691e-11
478	8.750901224e-11
479	8.473798079e-11
480	7.955876847e-11
481	7.895892714e-11
482	7.695164989e-11
483	7.313304986e-11
484	7.252203486e-11
485	7.149245147e-11
486	6.736886166e-11
487	6.443331102e-11
488	6.266102245e-11
489	6.2049788e-11
490	5.951357008e-11
491	5.799377468e-11
492	5.513302497e-11
493	5.261483203e-11
494	5.006699417e-11
495	4.98118923e-11
496	4.721536034e-11
497	4.676359789e-11
498	4.402047681e-11
499	4.262400724e-11
500	4.07133518e-11
501	3.89838194e-11
502	3.617506005e-11
503	3.453731733e-11
504	3.359942627e-11
505	3.165773932e-11
506	2.962635073e-11
507	2.831265729e-11
508	2.793885578e-11
509	2.64717824e-11
510	2.529937651e-11
511	2.385639182e-11
512	2.295885342e-11
513	2.135616701e-11
514	2.124141011e-11
515	2.00462214e-11
516	1.958302995e-11
517	1.865719137e-11
518	1.772965921e-11
519	1.702751872e-11
520	1.62960121e-11
521	1.526154279e-11
522	1.434552536e-11
523	1.358905095e-11
524	1.293748572e-11
525	1.227359588e-11
526	1.187879573e-11
527	1.132081941e-11
528	1.123850605e-11
529	1.071360888e-11
530	1.055530413e-11
531	9.839502132e-12
532	9.551611384e-12
533	9.164485819e-12
534	9.115548623e-12
535	8.856474226e-12
536	8.659137389e-12
537	8.120324052e-12
538	7.807486742e-12
539	7.430566345e-12
540	7.137926285e-12
541	6.925119633e-12
542	6.693768302e-12
543	6.469707915e-12
544	6.106751758e-12
545	5.850125382e-12
546	5.604927914e-12
547	5.301376408e-12
548	5.007546251e-12
549	4.74494436e-12
550	4.478572538e-12
551	4.33510718e-12
552	4.075012685e-12
553	3.84718287e-12
554	3.684295269e-12
555	3.524628308e-12
556	3.502512294e-12
557	3.29004751e-12
558	3.056470441e-12
559	3.000521793e-12
560	2.908327187e-12
561	2.806042098e-12
562	2.645250064e-12
563	2.612724047e-12
564	2.59090323e-12
565	2.441848555e-12
566	2.33961864e-12
567	2.305687302e-12
568	2.174660247e-12
569	2.078751356e-12
570	1.997076549e-12
571	1.887074925e-12
572	1.811061205e-12
573	1.785302195e-12
574	1.700463053e-12
575	1.612953433e-12
576	1.554002515e-12
577	1.494457538e-12
578	1.428761274e-12
579	1.411566492e-12
580	1.358889347e-12
581	1.276684611e-12
582	1.18481633e-12
583	1.167311379e-12
584	1.113125651e-12
585	1.051604952e-12
586	9.960530805e-13
587	9.801767721e-13
588	9.460873022e-13
589	9.112007346e-13
590	8.874057133e-13
591	8.361497545e-13
592	8.114567872e-13
593	8.074044588e-13
594	7.775064396e-13
595	7.585812815e-13
596	7.199039085e-13
597	7.054932712e-13
598	6.715476669e-13
599	6.36281046e-13
600	5.994730293e-13
601	5.737752474e-13
602	5.535173353e-13
603	5.302950201e-13
604	5.058800758e-13
605	4.96950546e-13
606	4.947041921e-13
607	4.645928269e-13
608	4.425122739e-13
609	4.35573938e-13
610	4.136085248e-13
611	3.93926186e-13
612	3.691538626e-13
613	3.616884937e-13
614	3.407173377e-13
615	3.251892683e-13
616	3.034259958e-13
617	2.81281298e-13
618	2.78497346e-13
619	2.681303589e-13
620	2.618826028e-13
621	2.460175583e-13
622	2.359602901e-13
623	2.263767301e-13
624	2.155266956e-13
625	2.079441047e-13
626	1.979598236e-13
627	1.968168083e-13
628	1.961454911e-13
629	1.948724316e-13
630	1.908315408e-13
631	1.814224282e-13
632	1.699615259e-13
633	1.601707392e-13
634	1.518347585e-13
635	1.481805267e-13
636	1.473459397e-13
637	1.433266922e-13
638	1.424941547e-13
639	1.381195129e-13
640	1.326276779e-13
641	1.277855263e-13
642	1.190870287e-13
643	1.122751788e-13
644	1.073055651e-13
645	1.001369805e-13
646	9.643431933e-14
647	9.180431403e-14
648	8.742735924e-14
649	8.439980191e-14
650	7.976978278e-14
651	7.624562281e-14
652	7.332306102e-14
653	7.263448003e-14
654	6.97172875e-14
655	6.873069442e-14
656	6.648584158e-14
657	6.573958375e-14
658	6.311163883e-14
659	6.057938296e-14
660	5.550611413e-14
661	5.248085656e-14
662	5.005473014e-14
663	4.779813381e-14
664	4.483500718e-14
665	4.220839263e-14
666	4.081945142e-14
667	3.88584496e-14
668	3.720239038e-14
669	3.592004299e-14
670	3.365160037e-14
671	3.332994539e-14
672	3.225153845e-14
673	3.011987306e-14
674	2.966637184e-14
675	2.8510047e-14
676	2.808933799e-14
677	2.713184447e-14
678	2.68703511e-14
679	2.552102194e-14
680	2.402361319e-14
681	2.315114325e-14
682	2.249061228e-14
683	2.107545904e-14
684	1.990410198e-14
685	1.97573557e-14
686	1.867671823e-14
687	1.818543266e-14
688	1.796000584e-14
689	1.739310639e-14
690	1.647459556e-14
691	1.557197843e-14
692	1.454932362e-14
693	1.395648613e-14
694	1.38473089e-14
695	1.321459364e-14
696	1.309728651e-14
697	1.262901978e-14
698	1.224586689e-14
699	1.174355964e-14
700	1.167651805e-14
701	1.110803562e-14
702	1.091447515e-14
703	1.012455462e-14
704	9.66944366e-15
705	9.604748578e-15
706	9.111427592e-15
707	8.734341553e-15
708	8.657049265e-15
709	8.366450817e-15
710	8.0366487e-15
711	7.826439726e-15
712	7.4167572e-15
713	7.181080599e-15
714	7.049715203e-15
715	6.706897588e-15
716	6.546138558e-15
717	6.298706326e-15
718	6.079364172e-15
719	5.78399815e-15
720	5.576228269e-15
721	5.24838973e-15
722	4.952284125e-15
723	4.716961523e-15
724	4.647989421e-15
725	4.54561847e-15
726	4.436778139e-15
727	4.233077816e-15
728	4.142005802e-15
729	3.928888217e-15
730	3.89054517e-15
731	3.684733459e-15
732	3.65616844e-15
733	3.499640862e-15
734	3.368983199e-15
735	3.170554406e-15
736	3.140212673e-15
737	2.995778253e-15
738	2.805384462e-15
739	2.763650813e-15
740	2.689099632e-15
741	2.676015207e-15
742	2.553716645e-15
743	2.470347525e-15
744	2.406234394e-15
745	2.27099933e-15
746	2.132420926e-15
747	2.023274228e-15
748	2.000108707e-15
749	1.963764155e-15
750	1.869614618e-15
751	1.806906069e-15
752	1.701199419e-15
753	1.576359961e-15
754	1.513876777e-15
755	1.435004542e-15
756	1.367856389e-15
757	1.358384916e-15
758	1.336206088e-15
759	1.269433231e-15
760	1.233680772e-15
761	1.186444075e-15
762	1.114585451e-15
763	1.074152477e-15
764	1.017757235e-15
765	9.74415863e-16
766	9.188577539e-16
767	8.666675708e-16
768	8.48067305e-16
769	7.960146898e-16
770	7.622121169e-16
771	7.37506851e-16
772	7.283578345e-16
773	7.122290828e-16
774	6.687707777e-16
775	6.31439067e-16
776	6.074974589e-16
777	5.947757444e-16
778	5.690028887e-16
779	5.63266851e-16
780	5.327821033e-16
781	5.058084823e-16
782	5.007807733e-16
783	4.643245781e-16
784	4.359745656e-16
785	4.103203963e-16
786	4.009142163e-16
787	3.831056247e-16
788	3.652446915e-16
789	3.537003119e-16
790	3.44070113e-16
791	3.392063667e-16
792	3.181811572e-16
793	3.157685088e-16
794	3.127624845e-16
795	3.030096437e-16
796	2.983247299e-16
797	2.866746987e-16
798	2.808086114e-16
799	2.636646394e-16
800	2.586477386e-16
801	2.536424548e-16
802	2.446139251e-16
803	2.3323461e-16
804	2.194719336e-16
805	2.152812766e-16
806	2.07852557e-16
807	2.030768451e-16
808	2.005973174e-16
809	1.903712738e-16
810	1.797203148e-16
811	1.775957935e-16
812	1.720636545e-16
813	1.661616136e-16
814	1.607257461e-16
815	1.530740966e-16
816	1.49562372e-16
817	1.457541509e-16
818	1.407493107e-16
819	1.365929063e-16
820	1.298824829e-16
821	1.297308649e-16
822	1.250294592e-16
823	1.225997076e-16
824	1.151738608e-16
825	1.103109394e-16
826	1.070250574e-16
827	1.064983561e-16
828	1.053036465e-16
829	9.953891602e-17
830	9.751282957e-17
831	9.719515032e-17
832	9.404902903e-17
833	9.353943691e-17
834	9.350937442e-17
835	8.904294415e-17
836	8.882164055e-17
837	8.882164055e-17
838	8.834555186e-17
839	8.825002592e-17
840	8.789887593e-17
841	8.761052455e-17
842	8.75784269e-17
843	8.75784269e-17
844	8.75784269e-17
845	8.751419629e-17
846	8.690163775e-17
847	8.693398528e-17
848	8.563055338e-17
849	8.569619582e-17
850	8.54991173e-17
851	8.090333883e-17
852	7.839710685e-17
853	7.807367024e-17
854	7.807367024e-17
855	7.807367024e-17
856	7.810967378e-17
857	7.800161331e-17
858	7.800161331e-17
859	7.7785042e-17
860	7.72045485e-17
861	7.724095716e-17
862	7.716812267e-17
863	7.716812267e-17
864	7.727734866e-17
865	7.727734866e-17
866	7.727734866e-17
867	7.727734866e-17
868	7.727734866e-17
869	7.724095716e-17
870	7.724095716e-17
871	7.756786603e-17
872	7.760410423e-17
873	7.731372303e-17
874	7.731372303e-17
875	7.702224707e-17
876	7.702224707e-17
877	7.702224707e-17
878	7.702224707e-17
879	7.672966388e-17
880	7.661965714e-17
881	7.661965714e-17
882	7.661965714e-17
883	7.680291417e-17
884	7.705874186e-17
885	7.705874186e-17
886	7.705874186e-17
887	7.661965714e-17
888	7.654623148e-17
889	7.661965714e-17
890	7.672966388e-17
891	7.654623148e-17
892	7.672966388e-17
893	7.672966388e-17
894	7.66930125e-17
895	7.676629776e-17
896	7.716812267e-17
897	7.716812267e-17
898	7.713167964e-17
899	7.599327771e-17
900	7.577096633e-17
901	7.577096633e-17
902	7.569671744e-17
903	7.562239566e-17
904	7.562239566e-17
905	7.434755893e-17
906	7.434755893e-17
907	7.415823456e-17
908	7.42718871e-17
909	7.434755893e-17
910	7.438536598e-17
911	7.461180598e-17
912	7.461180598e-17
913	7.461180598e-17
914	7.472476865e-17
915	7.476238495e-17
916	7.476238495e-17
917	7.476238495e-17
918	7.487512045e-17
919	7.498768647e-17
920	7.468713341e-17
921	7.468713341e-17
922	7.468713341e-17
923	7.468713341e-17
924	7.468713341e-17
925	7.468713341e-17
926	7.453640241e-17
927	7.472476865e-17
928	7.479998233e-17
929	7.370187186e-17
930	7.328104279e-17
931	7.328104279e-17
932	7.331939979e-17
933	7.343435057e-17
934	7.343435057e-17
935	7.32426657e-17
936	7.32426657e-17
937	7.339605365e-17
938	7.339605365e-17
939	7.320426849e-17
940	7.165150941e-17
941	7.165150941e-17
942	7.165150941e-17
943	7.165150941e-17
944	7.165150941e-17
945	7.165150941e-17
946	7.165150941e-17
947	7.165150941e-17
948	7.165150941e-17
949	7.165150941e-17
950	7.165150941e-17
951	7.133690192e-17
952	7.121856581e-17
953	7.121856581e-17
954	7.121856581e-17
955	7.141568373e-17
956	7.141568373e-17
957	7.141568373e-17
958	7.153369375e-17
959	7.153369375e-17
960	7.180829627e-17
961	7.180829627e-17
962	7.180829627e-17
963	7.180829627e-17
964	7.180829627e-17
965	7.180829627e-17
966	7.180829627e-17
967	7.169073827e-17
968	7.169073827e-17
969	7.169073827e-17
970	7.169073827e-17
971	7.125803302e-17
972	7.133690192e-17
973	7.157298718e-17
974	7.137630369e-17
975	7.169073827e-17
976	7.149437872e-17
977	7.149437872e-17
978	7.165150941e-17
979	7.180829627e-17
980	7.180829627e-17
981	7.200379975e-17
982	7.200379975e-17
983	7.157298718e-17
984	7.184743952e-17
985	7.184743952e-17
986	7.184743952e-17
987	7.204283678e-17
988	7.204283678e-17
989	7.204283678e-17
990	7.227661621e-17
991	7.227661621e-17
992	7.247085632e-17
993	7.25871509e-17
994	7.25871509e-17
995	7.25871509e-17
996	7.25871509e-17
997	7.25871509e-17
998	7.247085632e-17
999	7.208185267e-17
